Column1;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column119;Column120;Column121;Column126;Column128
45;9;1;39;24;8;2;1;41;45;3;49;0;0;25;51;8;35;56;33;44;28;27;29;21;11;25;34;1;27;58;63;25;31;53;7;29;64;36;48;3;47;5;4;61;58;54;71;71;73;1;35;0;78;7;62;53;7;6;5;4;96;1;14;15;41;41;41;64;13;44;5;2;75;64;9;55;6;5;11;9;1;12;1;15;16;18;24;22;33;0;0;3;78;65;67;74;3;13;0;0;23
13;9;5;42;49;58;9;3;43;55;33;25;7;1;3;67;17;38;28;31;79;29;25;3;21;21;16;32;5;3;22;32;22;33;6;23;25;32;37;64;33;67;68;48;54;52;52;58;59;64;3;37;1;21;28;47;49;4;5;8;8;94;4;22;21;46;45;49;46;17;45;5;7;7;47;8;29;65;37;2;1;9;8;23;25;26;26;32;17;14;1;0;8;53;46;51;42;5;22;0;0;11
12;9;43;33;49;56;8;28;37;5;33;47;44;1;18;49;14;34;52;45;43;2;28;35;18;18;23;36;48;51;39;51;29;41;46;2;41;38;39;84;52;8;85;41;31;28;32;3;57;56;35;59;15;21;27;32;43;12;13;14;18;7;2;26;2;32;35;32;46;28;67;0;79;52;45;41;38;5;6;41;1;1;12;21;26;29;27;54;49;4;25;32;23;42;48;64;55;32;21;18;51;1
33;9;2;32;2;97;7;2;38;64;47;4;4;1;33;67;38;59;42;19;55;36;35;34;24;28;26;38;2;24;23;28;39;34;64;48;4;34;45;43;56;47;47;35;61;64;67;51;7;78;1;21;1;42;42;41;47;11;1;9;9;88;5;12;11;32;43;27;42;5;64;0;5;66;38;6;36;4;19;14;29;28;27;43;42;45;41;51;66;85;2;0;11;45;45;42;34;8;8;8;0;4
29;9;3;35;2;96;5;4;35;44;28;36;4;1;42;72;31;57;38;7;47;44;43;42;48;33;27;38;1;8;14;19;36;14;68;35;32;31;42;46;27;47;48;36;72;76;79;71;76;81;0;8;0;5;26;25;25;0;2;2;2;96;1;9;1;38;46;22;69;6;38;5;3;82;63;6;13;6;6;8;16;14;14;32;29;29;3;28;16;18;0;0;4;6;58;58;6;2;27;9;0;11
6;9;14;4;3;76;4;37;33;65;41;24;15;1;47;75;24;46;24;19;26;46;47;49;46;21;34;31;8;23;25;27;44;22;78;43;31;26;49;68;71;77;75;46;55;56;72;48;61;58;4;25;14;52;62;65;7;78;82;79;78;55;52;47;35;41;42;44;23;45;7;0;11;8;25;5;5;6;1;29;7;69;67;84;77;9;76;62;65;17;13;6;64;39;31;56;54;4;52;17;66;19
42;9;1;57;1;99;2;0;42;36;23;4;2;7;36;57;31;65;53;16;62;34;29;28;1;0;34;14;0;8;26;29;33;35;47;46;45;37;46;13;27;13;13;56;94;94;99;87;26;38;0;6;0;0;0;0;0;0;0;0;0;97;3;15;18;63;62;47;94;3;2;5;1;92;93;15;82;56;1;21;13;13;14;18;2;22;23;24;34;36;0;0;3;95;91;8;92;9;4;3;0;4
48;9;1;6;24;47;4;9;54;55;41;47;0;0;14;39;8;32;56;6;47;16;13;17;16;1;2;21;4;74;91;8;19;58;33;56;39;67;23;51;48;55;55;65;46;45;3;23;62;49;1;26;1;4;11;2;35;1;3;5;8;25;38;5;46;56;53;61;47;51;63;0;4;53;5;35;62;54;1;76;5;6;7;1;16;18;2;63;31;47;0;6;13;88;62;71;86;3;13;0;0;32
5;9;8;34;46;63;2;1;39;43;26;51;1;1;2;42;15;37;54;35;48;24;25;3;15;16;27;3;9;45;34;46;27;32;43;24;41;38;39;71;32;7;74;4;4;39;48;38;6;61;6;44;0;21;17;23;25;2;1;1;1;97;3;22;19;36;38;36;5;14;51;5;12;66;5;37;41;54;4;16;9;9;1;12;18;21;22;52;28;39;2;2;3;77;56;75;72;11;13;9;99;42
47;9;6;43;28;73;17;1;71;8;73;29;0;0;24;63;37;39;37;25;32;32;27;29;2;19;25;44;6;42;36;39;43;36;56;44;47;44;43;42;68;49;48;42;53;54;64;46;69;68;4;46;1;53;67;75;74;11;12;12;11;93;6;14;11;33;44;29;38;11;59;0;8;65;35;18;23;73;3;25;15;16;16;25;25;26;24;54;43;42;3;0;8;65;28;39;54;9;12;1;0;33
48;9;0;5;8;61;1;51;49;46;3;44;0;0;2;42;63;35;51;31;41;21;18;23;14;1;11;21;2;49;52;63;16;51;35;1;44;42;28;34;25;38;38;57;74;69;64;59;33;28;0;15;0;33;37;49;5;6;6;7;7;6;22;33;32;51;48;55;64;32;56;0;4;32;66;23;69;4;57;36;3;3;5;11;14;18;18;23;35;5;0;0;8;88;55;65;89;2;13;2;0;31
56;9;1;53;0;96;2;6;47;49;25;9;0;0;39;88;87;42;13;17;11;4;29;28;5;1;21;27;1;25;8;17;28;31;74;0;39;5;34;59;31;53;57;62;7;76;75;69;46;52;0;12;0;57;42;35;38;3;2;1;1;96;3;22;21;56;66;39;61;1;44;5;4;5;56;9;56;79;27;48;13;13;12;21;22;24;2;17;19;54;1;0;1;32;34;56;55;4;11;11;0;15
12;9;0;45;9;87;18;5;47;49;32;27;2;1;33;67;17;52;33;18;1;32;29;29;3;3;17;41;1;21;17;23;35;35;6;16;39;27;53;45;27;44;46;42;74;74;65;82;6;72;0;6;0;19;18;18;25;7;6;5;7;86;5;11;13;48;5;44;61;8;35;5;2;7;6;7;43;79;17;0;16;14;13;19;24;31;27;53;48;15;0;0;15;15;45;44;18;3;8;2;0;8
48;9;1;48;34;49;9;49;47;51;29;32;0;0;23;59;65;35;36;36;24;27;23;31;17;24;16;21;4;59;54;51;23;51;4;25;3;4;39;55;32;55;58;59;56;54;63;57;35;26;1;26;1;2;24;37;6;7;7;1;15;63;21;36;34;52;51;54;39;42;6;0;8;18;41;2;67;65;86;16;8;9;9;17;19;21;2;33;13;46;0;0;14;77;48;64;72;2;21;0;0;24
39;9;0;39;12;88;9;1;46;52;35;42;0;0;22;46;27;36;47;49;39;25;22;21;23;1;29;59;1;35;22;45;14;51;47;78;25;77;21;61;33;7;69;47;54;58;66;48;48;6;0;16;0;1;1;1;87;18;14;11;9;96;4;2;19;41;42;42;5;6;5;5;2;72;5;1;39;25;55;46;7;7;8;12;17;19;19;34;9;35;0;0;5;87;54;72;75;2;17;1;0;11
25;9;2;54;1;98;3;1;4;45;29;25;0;0;62;71;46;53;3;17;42;61;49;47;52;16;4;67;1;8;4;9;53;41;69;21;43;2;57;3;45;37;35;63;78;81;86;78;52;57;0;6;0;19;14;23;2;3;2;3;2;94;2;27;27;59;65;33;8;4;36;5;7;36;75;43;92;5;1;13;46;45;46;61;62;69;64;65;54;65;2;0;7;81;72;73;81;8;6;13;0;7
33;9;0;29;1;97;9;1;29;48;28;4;0;0;34;71;17;43;41;15;27;4;34;32;32;35;18;42;1;15;2;29;43;14;67;32;78;33;46;5;4;57;56;35;62;65;71;62;82;75;0;14;0;55;4;49;46;12;8;8;7;9;8;6;6;3;43;22;46;6;62;0;3;61;4;1;42;38;23;45;26;27;27;39;4;45;38;48;61;5;0;0;9;54;38;48;29;12;2;4;0;6
53;9;3;32;2;91;25;3;31;36;23;48;5;1;48;57;21;67;46;13;56;51;54;53;41;24;48;43;1;11;7;14;5;15;61;29;5;21;57;49;3;58;56;32;68;73;78;69;68;72;1;9;2;22;24;25;28;12;12;11;11;88;8;11;11;35;41;25;65;9;43;5;2;93;61;0;24;6;5;17;37;4;46;47;43;48;42;51;32;14;1;0;24;48;56;52;68;2;35;33;0;8
42;9;0;58;27;75;11;2;25;43;2;35;2;91;49;77;22;55;31;16;42;45;36;38;26;0;32;71;1;16;19;27;36;13;58;52;42;46;43;64;38;43;54;51;73;74;72;49;46;51;1;32;0;18;4;5;63;5;9;1;12;91;2;2;21;53;55;44;68;7;29;5;1;88;66;2;5;73;4;8;26;25;24;5;45;49;54;48;67;54;0;0;1;76;56;63;69;2;11;12;0;19
34;9;1;3;6;92;1;5;33;47;28;52;2;1;35;54;18;63;56;18;59;4;36;35;33;35;29;32;1;15;21;29;42;18;6;29;58;21;56;49;54;56;55;48;61;66;58;72;55;61;1;19;0;5;48;43;41;17;14;11;1;89;7;25;19;33;51;17;52;7;55;0;2;82;43;2;41;0;13;32;23;21;2;49;45;45;41;52;48;61;0;0;14;52;68;71;68;0;7;81;0;17
8;9;1;45;2;86;23;21;39;53;29;11;12;1;41;86;26;5;16;14;23;41;35;35;39;19;33;39;4;16;1;18;38;22;83;37;3;34;45;6;35;65;65;52;69;71;77;58;67;74;2;14;2;43;42;44;53;13;11;1;11;85;11;2;19;5;58;36;63;12;44;5;11;73;58;3;31;81;1;7;2;18;16;37;36;41;35;37;57;24;1;0;12;46;4;39;61;8;23;19;69;13
9;9;2;65;2;96;8;3;38;36;24;26;0;0;81;74;56;78;31;5;38;76;61;59;41;26;43;36;0;5;11;17;65;26;63;51;46;17;66;26;38;25;26;58;94;92;93;83;35;43;0;7;1;1;24;3;28;0;8;9;8;9;3;21;24;65;64;44;92;3;17;5;2;79;9;1;52;52;3;9;59;61;63;47;61;88;78;6;64;56;0;0;16;51;68;76;67;17;3;5;0;1
51;9;1;39;24;78;8;4;31;57;31;21;0;0;47;82;26;47;19;16;25;45;43;45;26;44;23;42;1;15;26;28;46;6;84;19;33;18;54;56;38;61;61;43;66;68;79;67;67;63;1;24;1;52;55;54;6;19;18;16;16;89;11;17;15;4;43;4;45;7;47;5;3;62;45;2;38;88;16;7;41;4;4;62;61;63;62;5;81;6;0;0;15;43;18;27;22;3;12;4;52;6
6;9;27;42;3;61;87;39;33;47;29;41;28;1;37;51;21;45;33;55;31;38;44;47;46;36;38;4;23;37;4;39;46;44;46;31;45;24;54;43;53;54;51;56;67;69;74;65;33;27;7;21;54;71;72;72;73;1;1;1;1;7;99;37;31;45;44;5;19;84;86;0;19;82;23;17;2;48;9;26;84;95;1;62;61;71;61;73;71;21;5;4;1;24;3;55;33;9;49;23;6;15
27;9;0;53;2;97;4;1;43;56;34;25;0;0;43;69;6;54;36;22;3;41;34;32;9;69;7;54;0;12;28;3;18;26;72;63;27;58;31;39;43;36;39;54;73;79;79;8;8;86;1;26;0;0;0;0;51;0;0;0;1;96;3;19;19;54;64;27;73;1;41;5;1;86;66;4;42;69;6;28;21;18;15;39;39;39;36;34;53;28;0;0;1;84;56;59;82;7;4;3;0;11
38;9;1;34;1;96;8;1;53;71;58;29;12;1;23;69;98;55;31;19;26;3;29;28;23;9;18;18;9;36;19;17;49;22;65;12;64;32;47;34;68;36;36;4;72;77;75;68;8;79;2;13;1;56;58;66;65;8;7;7;7;93;3;1;8;3;52;17;45;7;66;0;8;82;35;3;3;67;16;11;14;13;14;22;24;25;2;42;42;37;7;3;5;59;35;45;46;8;21;8;0;5
55;9;1;63;0;1;1;1;44;43;25;25;3;1;57;79;4;72;34;12;42;5;37;36;0;8;28;51;0;6;13;21;28;13;77;63;27;47;37;21;29;14;17;6;91;91;95;85;66;73;0;4;0;12;9;13;16;2;1;1;2;95;4;2;24;68;7;42;88;5;22;5;1;89;85;8;37;65;0;11;22;2;19;51;51;57;53;41;43;44;0;0;5;88;66;54;89;9;4;3;0;1
29;9;0;31;6;9;22;2;29;39;25;57;2;1;8;64;4;91;43;2;28;98;1;1;54;21;58;58;0;8;11;1;92;4;51;33;69;1;1;25;38;25;26;31;91;91;96;9;36;24;0;3;0;48;36;33;3;2;13;11;9;88;4;1;1;29;4;4;76;2;39;5;1;79;67;3;26;71;0;0;49;54;62;53;49;55;5;13;16;22;0;0;17;62;65;64;58;2;13;2;0;6
6;9;14;6;14;69;23;28;41;55;31;23;15;99;44;67;16;39;3;49;49;4;33;36;26;17;34;33;8;25;2;33;25;44;49;43;34;32;44;6;4;68;67;59;62;6;68;58;31;35;7;38;6;47;49;52;56;3;27;27;26;76;17;39;37;59;58;58;55;3;43;5;18;63;55;13;2;85;15;28;33;32;31;53;51;57;52;56;65;22;3;0;27;49;21;57;6;26;9;6;0;5
25;9;0;59;2;97;4;2;56;54;43;35;1;53;47;65;55;47;5;21;42;48;37;35;2;0;12;37;0;9;22;36;29;33;63;4;51;41;44;31;47;32;33;58;79;8;9;68;51;74;0;9;0;72;61;57;51;15;11;9;8;92;4;24;24;58;66;29;78;6;37;5;1;83;71;27;84;38;0;0;31;29;28;32;42;48;41;35;48;33;0;0;8;88;75;89;82;7;4;6;0;13
12;9;5;32;46;62;4;4;35;39;26;7;7;1;17;28;21;41;73;44;57;19;26;32;14;24;43;48;7;52;36;49;26;45;29;3;42;36;4;72;34;7;75;36;31;28;3;25;36;44;5;5;1;13;12;14;26;2;2;2;4;92;4;24;2;31;3;36;46;24;61;0;11;55;48;25;44;73;46;26;1;11;13;14;21;25;25;49;47;35;2;0;8;42;45;55;53;8;12;1;86;67
40;9;1;32;3;71;2;2;6;5;44;72;0;0;9;21;23;39;77;35;61;12;16;18;3;11;34;27;2;54;4;5;21;6;19;41;56;45;35;47;37;58;56;28;53;56;66;62;36;41;0;7;0;0;29;24;33;0;1;1;1;98;2;1;9;25;25;28;61;6;53;5;3;59;62;14;68;35;58;26;2;2;3;6;9;8;7;49;18;21;2;0;1;57;57;65;7;2;12;1;0;17
51;9;26;44;65;43;14;5;41;6;38;29;27;1;26;67;1;35;33;37;53;26;26;33;21;2;2;34;21;37;23;35;29;36;59;46;36;37;4;55;42;63;61;46;5;51;56;46;46;47;17;52;5;31;37;44;47;9;9;1;1;89;5;18;18;45;47;46;37;16;52;5;31;67;38;29;41;63;43;18;19;18;16;28;3;33;31;48;54;4;6;9;12;44;37;35;29;2;21;16;82;35
34;9;2;48;23;76;18;6;28;34;21;48;3;1;76;66;16;77;5;1;52;75;7;72;52;85;28;63;1;7;18;19;79;17;65;27;61;11;8;19;41;25;24;51;83;85;91;72;46;52;1;13;2;33;38;36;38;31;31;26;26;71;11;21;21;53;57;3;82;5;22;5;1;93;78;0;53;0;3;0;52;52;51;56;61;79;68;52;61;64;0;0;39;53;76;65;6;1;47;98;0;19
12;9;8;3;19;81;12;6;38;5;35;56;9;1;24;42;21;47;56;2;69;26;28;29;2;15;19;39;7;33;21;35;29;39;41;46;31;32;41;65;45;65;67;31;5;48;57;54;53;52;4;27;3;47;46;46;44;21;18;16;14;86;7;14;12;3;34;29;5;12;58;0;16;55;49;19;36;73;32;7;13;12;12;33;33;34;34;57;41;24;4;2;18;18;36;42;25;8;17;1;0;6
45;9;2;41;27;75;9;3;33;65;41;38;4;1;22;58;23;42;44;17;5;23;33;36;19;19;21;49;2;3;13;26;34;22;7;9;19;21;41;56;39;6;59;33;61;61;64;5;54;59;1;25;1;11;19;29;3;3;4;5;5;92;2;13;11;3;25;39;29;14;7;0;2;0;34;7;33;79;4;27;19;21;31;28;3;3;3;4;44;31;0;0;9;29;27;25;0;4;13;3;0;6
56;9;0;67;1;91;3;21;56;46;24;12;0;0;47;8;17;43;22;23;2;43;26;26;43;22;15;36;1;18;14;28;24;31;58;29;33;53;36;55;26;34;45;76;8;83;74;74;24;28;0;7;0;6;8;1;8;1;1;1;1;89;5;44;45;72;77;55;7;17;34;5;2;64;67;6;77;75;19;19;16;13;12;16;2;23;22;3;19;22;0;0;6;35;55;7;58;3;9;77;0;6
12;9;1;15;6;94;3;4;18;25;16;1;3;1;25;5;18;62;91;16;77;32;52;52;14;15;26;59;1;25;19;32;37;45;15;14;4;2;4;65;28;62;66;12;45;48;58;45;63;6;0;11;1;3;27;26;28;13;1;9;9;88;4;6;5;16;14;24;52;1;74;0;9;23;54;3;27;67;38;33;18;23;36;36;35;38;37;62;52;25;0;0;18;14;46;49;38;3;13;0;0;27
25;9;0;61;2;98;4;2;43;45;25;2;0;0;54;81;25;49;23;18;19;52;42;4;42;0;44;34;0;9;13;19;49;32;71;75;31;37;61;28;36;34;32;65;84;85;88;73;52;55;0;8;0;21;32;32;3;7;9;8;7;91;3;27;28;66;73;4;76;4;32;5;0;89;71;0;31;71;7;1;44;42;42;45;52;63;58;44;59;32;0;0;14;68;61;76;71;6;4;3;0;9
42;9;0;51;2;97;5;0;68;51;53;61;1;73;26;28;2;68;7;21;92;28;26;25;18;0;21;57;1;19;3;36;28;35;16;27;51;34;52;22;46;17;19;35;82;83;81;76;49;48;0;5;0;0;43;58;49;0;5;6;4;94;3;7;8;36;43;14;79;1;34;5;1;87;72;13;73;52;8;29;1;1;11;15;18;18;2;31;28;32;1;0;5;95;74;72;89;5;5;5;0;22
6;9;12;45;85;2;73;27;38;47;3;36;14;1;34;51;16;36;41;77;53;34;32;5;29;19;32;38;13;42;32;4;35;63;43;23;51;35;43;73;57;82;81;56;23;25;34;25;51;5;12;62;9;35;44;51;6;38;42;44;48;62;32;47;4;47;47;51;42;45;67;0;9;81;44;75;31;38;2;38;31;35;38;41;47;57;46;68;65;28;11;3;46;49;53;57;76;8;25;73;1;1
42;9;1;72;5;95;6;2;57;51;46;38;2;92;67;56;43;82;52;9;53;72;58;58;2;12;46;51;0;4;16;22;58;8;39;45;54;19;64;36;58;27;32;53;87;89;94;83;29;39;0;8;0;7;12;18;35;2;3;4;7;91;4;23;24;51;59;13;88;2;23;5;1;76;81;3;38;73;2;27;52;57;57;39;64;1;71;64;55;36;1;0;12;64;57;58;59;4;8;11;0;12
42;9;1;4;1;99;2;0;32;33;23;65;0;0;33;37;11;68;67;25;88;35;33;31;39;35;87;22;1;19;28;34;28;3;31;62;48;45;46;32;3;26;29;4;79;81;81;76;42;35;0;6;0;0;0;8;17;0;0;1;1;93;2;9;1;42;46;2;83;2;33;5;1;9;78;36;73;4;7;1;11;11;11;19;23;24;23;35;9;21;0;0;5;95;86;9;89;6;7;1;0;2
42;9;0;5;4;96;3;1;37;39;26;36;2;96;38;61;19;61;51;18;91;36;3;29;29;0;0;56;0;9;15;3;29;26;48;33;38;38;39;3;28;23;27;48;84;85;88;87;58;51;0;5;0;16;12;1;11;3;2;1;1;91;1;12;15;54;57;36;83;3;3;5;0;91;8;13;46;52;4;3;14;13;14;27;26;29;32;22;18;4;0;0;7;91;85;88;86;4;6;2;0;3
21;9;2;42;13;89;5;2;37;47;27;23;4;1;45;79;29;58;23;9;33;45;42;39;43;6;9;41;1;8;15;23;44;12;76;39;41;31;52;44;29;54;52;43;74;78;82;8;76;72;1;12;0;18;25;27;28;2;2;2;2;96;2;8;1;45;53;26;69;3;32;5;2;82;63;16;16;73;8;2;15;14;14;32;31;36;3;13;22;19;0;0;4;74;5;74;63;3;2;9;0;16
29;9;5;28;4;93;4;2;42;49;36;56;6;1;13;35;15;42;62;5;44;17;21;2;17;17;24;26;6;45;37;47;25;36;4;41;45;48;34;64;34;66;68;32;53;57;52;6;43;41;1;14;0;39;56;53;52;4;5;4;4;96;3;11;1;27;29;28;52;8;64;0;1;6;52;19;51;38;42;25;4;4;6;13;16;16;15;45;16;28;2;0;4;6;44;5;54;8;11;1;0;22
9;9;3;34;4;93;12;4;33;52;31;37;5;97;48;68;9;64;38;18;41;5;47;44;37;22;85;4;1;13;25;31;41;17;74;49;33;33;45;48;44;49;5;4;63;66;69;6;66;77;1;21;1;16;21;25;37;6;8;8;11;86;8;13;12;36;48;24;54;6;58;0;3;83;48;7;37;52;18;17;42;4;37;45;49;54;48;38;48;31;1;0;17;59;6;6;72;5;14;15;0;8
25;9;3;49;2;89;4;2;29;3;19;52;5;1;92;64;33;94;49;12;64;92;88;87;63;72;59;62;1;5;7;7;97;17;57;36;89;4;1;16;37;25;22;45;86;9;9;85;44;54;0;6;2;21;24;27;3;19;19;19;2;78;8;12;14;51;53;34;84;2;23;5;2;91;81;0;46;35;1;3;74;77;82;81;95;1;94;47;47;44;0;0;38;55;79;78;69;5;15;27;0;1
6;9;15;29;37;42;91;15;62;74;72;33;16;1;3;55;27;65;3;37;36;45;47;59;29;18;29;37;15;46;14;14;97;33;51;12;1;11;86;52;1;64;6;29;36;42;55;37;6;57;6;45;12;45;48;58;57;53;5;54;49;65;17;2;13;18;33;14;35;21;77;0;12;82;29;37;59;0;9;26;58;7;82;31;33;41;29;53;69;31;29;62;5;39;42;39;59;3;82;91;1;67
49;9;1;1;0;97;5;4;68;58;34;23;2;1;3;6;81;48;42;26;6;27;12;11;0;15;16;19;1;2;23;27;31;37;49;35;6;43;43;16;4;2;19;1;86;88;89;81;5;49;0;2;0;33;24;35;51;3;2;3;4;95;4;1;1;1;1;9;73;3;3;5;0;91;72;3;59;63;11;29;13;11;1;23;22;24;24;38;46;31;0;0;4;82;67;79;76;2;21;5;0;8
6;9;2;48;2;91;7;16;38;41;23;35;0;0;39;52;32;51;4;38;55;38;33;32;23;21;34;43;2;2;11;22;32;21;62;15;57;27;39;57;29;59;61;49;65;68;69;58;53;6;0;1;1;13;19;27;26;3;4;5;5;93;6;26;25;51;54;46;57;22;5;5;2;84;56;8;28;77;13;25;5;52;56;47;43;48;42;62;84;18;0;0;1;65;36;58;84;7;8;1;0;14
48;9;4;1;0;55;0;1;73;64;44;38;5;1;7;37;25;16;56;94;32;4;1;2;5;1;0;15;13;1;1;1;12;1;7;23;4;52;23;19;46;35;29;1;64;58;66;58;26;2;2;25;6;28;34;38;49;51;55;56;65;0;1;1;1;1;1;1;66;1;72;0;12;6;69;43;21;81;97;1;1;1;3;2;8;1;8;55;54;42;2;0;78;58;68;84;77;4;17;2;0;36
39;9;0;42;6;94;4;1;37;5;32;39;0;0;26;6;7;45;43;23;51;26;25;24;22;22;3;11;1;22;37;43;25;5;57;4;35;44;36;56;23;66;64;43;62;66;77;56;51;55;0;8;0;0;25;34;55;0;1;2;2;97;2;12;13;44;48;41;45;1;57;0;0;9;44;0;37;54;42;1;15;13;14;26;26;25;27;33;38;14;0;0;2;78;39;67;77;2;9;1;0;16
39;9;1;37;2;98;2;1;53;51;43;53;0;0;15;32;16;43;6;54;61;19;22;21;14;6;0;14;2;46;35;42;31;43;35;31;72;37;52;57;43;55;59;35;51;57;67;51;52;52;1;18;0;0;5;61;52;0;2;2;2;98;2;13;12;3;32;3;52;5;49;5;3;66;51;8;65;4;45;24;6;6;7;11;13;13;13;42;15;33;0;0;1;7;55;64;62;2;16;5;0;9
12;9;6;35;62;43;15;46;31;47;27;47;8;1;22;59;23;34;46;21;25;21;28;37;21;28;25;36;7;4;39;53;28;54;51;19;43;33;33;78;5;78;81;5;37;39;53;34;79;75;5;61;12;35;46;53;62;91;1;1;1;21;57;45;34;37;48;3;4;71;88;0;1;63;36;12;2;52;21;36;16;14;14;41;37;38;37;62;64;33;1;3;1;2;4;64;44;2;5;44;4;75
40;9;0;34;2;76;5;3;62;62;56;6;0;0;5;2;85;31;65;68;45;1;14;15;7;13;14;14;3;78;49;54;38;71;22;3;65;49;39;55;45;63;63;37;48;46;45;43;55;38;0;1;0;22;22;56;68;2;2;4;5;96;3;14;12;3;29;35;42;14;6;0;4;44;44;19;65;54;94;39;3;4;5;6;9;7;11;72;42;29;0;0;4;61;43;48;58;5;6;0;0;15
12;9;1;28;54;57;2;3;32;35;23;82;0;0;14;24;35;39;82;43;71;15;22;28;15;35;41;26;3;52;42;59;2;5;24;24;5;41;3;68;28;66;7;31;28;27;16;13;49;59;2;44;0;52;42;46;46;12;8;8;8;93;4;2;17;28;17;46;4;19;7;0;5;43;48;51;35;67;6;18;9;9;1;14;19;2;21;45;29;19;3;0;9;38;49;57;58;2;14;4;0;83
18;9;0;72;1;97;5;7;46;41;23;25;2;1;54;8;24;58;31;1;39;48;38;34;53;61;1;45;0;3;21;24;23;16;67;54;38;41;32;21;28;21;22;67;9;91;86;82;46;51;0;4;0;0;3;5;12;0;1;1;3;88;4;27;31;73;75;34;94;8;1;5;0;98;9;16;37;71;16;0;2;19;18;37;33;32;3;42;15;29;0;0;12;48;68;62;38;1;16;21;0;3
51;9;4;58;76;34;16;5;63;8;7;33;41;1;2;57;14;3;42;45;57;19;22;31;2;19;2;34;4;51;3;47;26;37;56;21;43;4;34;57;78;65;62;49;39;35;49;26;38;35;36;78;7;44;49;52;55;12;11;11;11;89;5;32;27;43;41;48;27;24;64;0;49;61;3;3;38;4;63;2;16;14;15;27;29;31;3;62;59;47;15;7;11;43;33;34;17;15;41;31;79;47
6;9;14;92;6;33;76;89;5;59;39;26;15;1;44;69;6;27;36;52;38;39;22;27;31;25;27;31;8;24;56;62;14;41;49;65;22;65;22;45;55;51;49;95;65;52;73;67;47;41;7;32;18;35;41;49;55;69;72;78;79;17;7;99;1;95;92;94;56;1;56;0;5;89;58;31;19;38;18;18;44;42;37;64;63;73;64;61;63;17;5;0;84;48;6;81;72;3;81;13;0;48
42;9;1;59;35;66;7;14;1;1;1;29;3;1;32;69;7;47;36;29;36;38;27;29;26;16;38;24;2;45;22;32;51;34;56;25;6;34;41;39;1;38;4;4;29;31;45;5;79;76;2;66;0;37;36;35;31;8;6;6;5;83;8;28;22;34;45;33;25;18;63;0;2;8;24;44;41;0;16;22;26;27;28;44;43;49;44;4;46;33;0;0;8;71;3;33;54;0;82;13;0;19
34;9;9;44;1;97;5;5;33;39;23;59;11;1;45;45;13;56;63;16;73;45;39;37;25;26;41;49;2;8;19;34;25;33;46;26;37;34;36;27;31;3;3;47;81;83;87;75;37;41;1;8;2;13;2;2;2;4;6;5;5;88;5;19;2;49;47;45;82;6;48;5;21;43;82;5;77;69;4;9;32;32;31;62;59;66;65;85;73;1;1;0;14;75;7;63;83;7;21;1;0;5
53;9;0;4;2;9;2;5;1;1;1;31;0;0;5;6;49;47;34;25;36;16;11;11;15;11;1;24;3;91;17;28;48;53;29;7;79;38;35;3;1;35;34;31;46;54;71;42;47;45;0;13;0;64;48;44;37;21;14;11;9;91;1;14;8;18;31;18;22;12;74;0;1;84;2;2;48;48;17;37;9;9;8;16;17;17;15;97;28;42;0;0;13;59;9;0;71;1;21;1;0;8
9;9;5;46;2;96;5;6;32;4;24;43;6;86;51;67;14;68;44;13;57;52;45;43;45;37;49;48;1;7;28;33;35;24;64;54;41;38;43;37;35;35;38;48;81;82;86;77;56;7;1;8;2;25;33;36;38;1;12;12;12;83;9;17;17;47;54;29;72;6;46;5;4;82;67;1;41;42;6;13;45;43;41;44;49;53;53;41;54;53;1;1;17;71;71;89;83;11;9;3;0;4
22;9;2;56;66;45;1;2;1;1;1;34;0;0;1;44;61;36;41;36;34;2;15;22;13;7;19;19;5;81;3;36;55;73;19;2;9;27;56;21;1;32;28;47;45;41;59;49;58;53;2;7;0;65;8;83;79;15;16;15;13;91;5;28;21;35;42;32;4;16;55;0;4;61;38;32;53;6;5;28;9;1;12;13;17;18;17;85;31;29;0;0;9;72;34;31;6;5;1;2;0;53
48;9;4;69;57;4;38;17;49;4;24;9;6;1;66;91;41;58;11;6;21;6;47;55;38;4;34;52;1;8;1;11;65;16;81;24;53;15;68;3;26;42;38;65;79;8;89;66;83;8;1;17;2;31;4;44;55;21;24;24;27;76;12;28;32;75;7;84;8;17;5;5;4;75;82;9;51;81;3;22;16;16;18;54;51;54;64;27;48;32;0;0;28;53;43;35;69;7;13;6;0;9
